metric,value,category,fold,epoch
val_loss,0.6773641109466553,jp,4,8
val_precision,0.44736841320991516,jp,4,8
val_f1,0.10370370000600815,jp,4,9
val_recall,0.05944798141717911,jp,4,9
val_acc,0.5750658512115479,jp,4,9
val_loss,0.678035318851471,jp,4,9
val_precision,0.4057970941066742,jp,4,9
val_f1,0.09433962404727936,jp,4,10
val_recall,0.053078554570674896,jp,4,10
val_acc,0.5785776972770691,jp,4,10
val_loss,0.6779455542564392,jp,4,10
val_precision,0.4237288236618042,jp,4,10
val_f1,0.08076923340559006,jp,4,11
val_recall,0.04458598792552948,jp,4,11
val_acc,0.5803336501121521,jp,4,11
val_loss,0.6781765818595886,jp,4,11
val_precision,0.4285714328289032,jp,4,11
val_f1,0.07648183405399323,jp,4,12
val_recall,0.04246284440159798,jp,4,12
val_acc,0.5759438276290894,jp,4,12
val_loss,0.6789606213569641,jp,4,12
val_precision,0.38461539149284363,jp,4,12
val_f1,0.06576402485370636,jp,4,13
val_recall,0.036093417555093765,jp,4,13
val_acc,0.5759438276290894,jp,4,13
val_loss,0.6788017153739929,jp,4,13
val_precision,0.3695652186870575,jp,4,13
val_f1,0.06923077255487442,jp,4,14
val_recall,0.03821656107902527,jp,4,14
val_acc,0.5750658512115479,jp,4,14
val_loss,0.678736686706543,jp,4,14
val_precision,0.36734694242477417,jp,4,14
val_f1,0.06949806958436966,jp,4,15
val_recall,0.03821656107902527,jp,4,15
val_acc,0.5768217444419861,jp,4,15
val_loss,0.6781222224235535,jp,4,15
val_precision,0.38297873735427856,jp,4,15
val_f1,0.07335907220840454,jp,4,16
val_recall,0.04033970460295677,jp,4,16
val_acc,0.5785776972770691,jp,4,16
val_loss,0.6782503128051758,jp,4,16
val_precision,0.40425533056259155,jp,4,16
val_f1,0.08380952477455139,jp,4,17
val_recall,0.046709127724170685,jp,4,17
val_acc,0.5776997208595276,jp,4,17
val_loss,0.6781327724456787,jp,4,17
val_precision,0.40740740299224854,jp,4,17
val_f1,0.0962962955236435,jp,4,18
val_recall,0.0552016980946064,jp,4,18
val_acc,0.5715540051460266,jp,4,18
val_loss,0.6795983910560608,jp,4,18
val_precision,0.37681159377098083,jp,4,18
val_f1,0.08413001894950867,jp,4,19
val_recall,0.046709127724170685,jp,4,19
val_acc,0.5794556736946106,jp,4,19
val_loss,0.678554356098175,jp,4,19
val_precision,0.42307692766189575,jp,4,19
val_f1,0.08045977354049683,jp,4,20
val_recall,0.04458598792552948,jp,4,20
val_acc,0.5785776972770691,jp,4,20
val_loss,0.678138792514801,jp,4,20
val_precision,0.4117647111415863,jp,4,20
val_f1,0.0863039419054985,jp,4,21
val_recall,0.04883227124810219,jp,4,21
val_acc,0.5724319815635681,jp,4,21
val_loss,0.6798252463340759,jp,4,21
val_precision,0.3709677457809448,jp,4,21
val_f1,0.09904761612415314,jp,4,22
val_recall,0.0552016980946064,jp,4,22
val_acc,0.5847234129905701,jp,4,22
val_loss,0.6788244247436523,jp,4,22
val_precision,0.48148149251937866,jp,4,22
val_f1,0.09266409277915955,jp,4,23
val_recall,0.05095541477203369,jp,4,23
val_acc,0.5873573422431946,jp,4,23
val_loss,0.6787534952163696,jp,4,23
val_precision,0.5106382966041565,jp,4,23
val_f1,0.10780669003725052,jp,4,24
val_recall,0.06157112494111061,jp,4,24
val_acc,0.5785776972770691,jp,4,24
val_loss,0.6789408922195435,jp,4,24
val_precision,0.43283581733703613,jp,4,24
val_f1,0.08812260627746582,jp,4,25
val_recall,0.04883227124810219,jp,4,25
val_acc,0.5820895433425903,jp,4,25
val_loss,0.677949845790863,jp,4,25
val_precision,0.45098039507865906,jp,4,25
val_f1,0.09108159691095352,jp,4,26
val_recall,0.05095541477203369,jp,4,26
val_acc,0.5794556736946106,jp,4,26
val_loss,0.6781104207038879,jp,4,26
val_precision,0.4285714328289032,jp,4,26
val_f1,0.09363295882940292,jp,4,27
val_recall,0.053078554570674896,jp,4,27
val_acc,0.5750658512115479,jp,4,27
val_loss,0.6787213683128357,jp,4,27
val_precision,0.3968254029750824,jp,4,27
val_f1,0.10112359374761581,jp,4,28
val_recall,0.0573248416185379,jp,4,28
val_acc,0.5785776972770691,jp,4,28
val_loss,0.678725004196167,jp,4,28
val_precision,0.4285714328289032,jp,4,28
val_f1,0.0938086286187172,jp,4,29
val_recall,0.053078554570674896,jp,4,29
val_acc,0.5759438276290894,jp,4,29
val_loss,0.6788700819015503,jp,4,29
val_precision,0.4032258093357086,jp,4,29
val_f1,0.008385743945837021,tf,5,0
val_recall,0.004264392424374819,tf,5,0
val_acc,0.5847234129905701,tf,5,0
val_loss,0.6721197366714478,tf,5,0
val_precision,0.25,tf,5,0
val_f1,0.008456659503281116,tf,5,1
val_recall,0.004264392424374819,tf,5,1
val_acc,0.5882353186607361,tf,5,1
val_loss,0.6691416501998901,tf,5,1
val_precision,0.5,tf,5,1
val_f1,0.041152264922857285,tf,5,2
val_recall,0.021321961656212807,tf,5,2
val_acc,0.5908691883087158,tf,5,2
val_loss,0.6667211055755615,tf,5,2
val_precision,0.5882353186607361,tf,5,2
val_f1,0.0912698432803154,tf,5,3
val_recall,0.04904051125049591,tf,5,3
val_acc,0.5978928804397583,tf,5,3
val_loss,0.6643481254577637,tf,5,3
val_precision,0.6571428775787354,tf,5,3
val_f1,0.1920289844274521,tf,5,4
val_recall,0.11300639808177948,tf,5,4
val_acc,0.608428418636322,tf,5,4
val_loss,0.6632968783378601,tf,5,4
val_precision,0.6385542154312134,tf,5,4
val_f1,0.2653399705886841,tf,5,5
val_recall,0.17057569324970245,tf,5,5
val_acc,0.6110623478889465,tf,5,5
val_loss,0.660563051700592,tf,5,5
val_precision,0.5970149040222168,tf,5,5
val_f1,0.2824675440788269,tf,5,6
val_recall,0.1855010688304901,tf,5,6
val_acc,0.611940324306488,tf,5,6
val_loss,0.6606594920158386,tf,5,6
val_precision,0.5918367505073547,tf,5,6
val_f1,0.33075734972953796,tf,5,7
val_recall,0.22814498841762543,tf,5,7
val_acc,0.619841992855072,tf,5,7
val_loss,0.6602675914764404,tf,5,7
val_precision,0.601123571395874,tf,5,7
val_f1,0.3333333432674408,tf,5,8
val_recall,0.23240938782691956,tf,5,8
val_acc,0.6172080636024475,tf,5,8
val_loss,0.6605415940284729,tf,5,8
val_precision,0.5891891717910767,tf,5,8
val_f1,0.3569321632385254,tf,5,9
val_recall,0.25799572467803955,tf,5,9
val_acc,0.6172080636024475,tf,5,9
val_loss,0.6600388884544373,tf,5,9
val_precision,0.5789473652839661,tf,5,9
val_f1,0.341317355632782,tf,5,10
val_recall,0.24307036399841309,tf,5,10
val_acc,0.6136962175369263,tf,5,10
val_loss,0.6600054502487183,tf,5,10
val_precision,0.572864294052124,tf,5,10
val_f1,0.3257918655872345,tf,5,11
val_recall,0.2302771806716919,tf,5,11
val_acc,0.6075505018234253,tf,5,11
val_loss,0.6598023772239685,tf,5,11
val_precision,0.5567010045051575,tf,5,11
val_f1,0.3109756112098694,tf,5,12
val_recall,0.2174840122461319,tf,5,12
val_acc,0.6031606793403625,tf,5,12
val_loss,0.6603103280067444,tf,5,12
val_precision,0.5454545617103577,tf,5,12
val_f1,0.32375189661979675,tf,5,13
val_recall,0.22814498841762543,tf,5,13
val_acc,0.6075505018234253,tf,5,13
val_loss,0.6597796082496643,tf,5,13
val_precision,0.5572916865348816,tf,5,13
val_f1,0.33033034205436707,tf,5,14
val_recall,0.23454158008098602,tf,5,14
val_acc,0.608428418636322,tf,5,14
val_loss,0.6598187685012817,tf,5,14
val_precision,0.5583756566047668,tf,5,14
val_f1,0.3140243887901306,tf,5,15
val_recall,0.21961620450019836,tf,5,15
val_acc,0.6049165725708008,tf,5,15
val_loss,0.6601067781448364,tf,5,15
val_precision,0.5508021116256714,tf,5,15
val_f1,0.32983508706092834,tf,5,16
val_recall,0.23454158008098602,tf,5,16
val_acc,0.6075505018234253,tf,5,16
val_loss,0.6608515381813049,tf,5,16
val_precision,0.5555555820465088,tf,5,16
val_f1,0.31963470578193665,tf,5,17
val_recall,0.2238806039094925,tf,5,17
val_acc,0.6075505018234253,tf,5,17
val_loss,0.6609560251235962,tf,5,17
val_precision,0.5585106611251831,tf,5,17
val_f1,0.33182504773139954,tf,5,18
val_recall,0.23454158008098602,tf,5,18
val_acc,0.6110623478889465,tf,5,18
val_loss,0.6612897515296936,tf,5,18
val_precision,0.5670102834701538,tf,5,18
val_f1,0.3231707215309143,tf,5,19
val_recall,0.22601279616355896,tf,5,19
val_acc,0.610184371471405,tf,5,19
val_loss,0.6611998677253723,tf,5,19
val_precision,0.5668449401855469,tf,5,19
val_f1,0.3100775182247162,tf,5,20
val_recall,0.21321961283683777,tf,5,20
val_acc,0.6093063950538635,tf,5,20
val_loss,0.661204993724823,tf,5,20
val_precision,0.5681818127632141,tf,5,20
val_f1,0.3226788341999054,tf,5,21
val_recall,0.22601279616355896,tf,5,21
val_acc,0.6093063950538635,tf,5,21
val_loss,0.6610420346260071,tf,5,21
val_precision,0.563829779624939,tf,5,21
val_f1,0.3388305902481079,tf,5,22
val_recall,0.24093817174434662,tf,5,22
val_acc,0.6128182411193848,tf,5,22
val_loss,0.6602107882499695,tf,5,22
val_precision,0.5707070827484131,tf,5,22
val_f1,0.34029850363731384,tf,5,23
val_recall,0.24307036399841309,tf,5,23
val_acc,0.611940324306488,tf,5,23
val_loss,0.6602332592010498,tf,5,23
val_precision,0.5671641826629639,tf,5,23
val_f1,0.31530138850212097,tf,5,24
val_recall,0.2174840122461319,tf,5,24
val_acc,0.6110623478889465,tf,5,24
val_loss,0.6612285375595093,tf,5,24
val_precision,0.5730336904525757,tf,5,24
val_f1,0.3378582298755646,tf,5,25
val_recall,0.23880596458911896,tf,5,25
val_acc,0.6145741939544678,tf,5,25
val_loss,0.6603488922119141,tf,5,25
val_precision,0.5773195624351501,tf,5,25
val_f1,0.31963470578193665,tf,5,26
val_recall,0.2238806039094925,tf,5,26
val_acc,0.6075505018234253,tf,5,26
val_loss,0.659780740737915,tf,5,26
val_precision,0.5585106611251831,tf,5,26
val_f1,0.34808260202407837,tf,5,27
val_recall,0.25159913301467896,tf,5,27
val_acc,0.611940324306488,tf,5,27
val_loss,0.6592673659324646,tf,5,27
val_precision,0.5645933151245117,tf,5,27
val_f1,0.35155096650123596,tf,5,28
val_recall,0.2537313401699066,tf,5,28
val_acc,0.6145741939544678,tf,5,28
val_loss,0.6596181988716125,tf,5,28
val_precision,0.5721153616905212,tf,5,28
val_f1,0.35807859897613525,tf,5,29
val_recall,0.2622601389884949,tf,5,29
val_acc,0.6128182411193848,tf,5,29
val_loss,0.659206211566925,tf,5,29
val_precision,0.5642201900482178,tf,5,29
val_f1,0.29402756690979004,tf,4,0
val_recall,0.2046908289194107,tf,4,0
val_acc,0.5952590107917786,tf,4,0
val_loss,0.6753072142601013,tf,4,0
val_precision,0.52173912525177,tf,4,0
val_f1,0.04140786826610565,tf,4,1
val_recall,0.021321961656212807,tf,4,1
val_acc,0.5935030579566956,tf,4,1
val_loss,0.6691733598709106,tf,4,1
val_precision,0.7142857313156128,tf,4,1
val_f1,0.008474576286971569,tf,4,2
val_recall,0.004264392424374819,tf,4,2
val_acc,0.5891132354736328,tf,4,2
val_loss,0.667052686214447,tf,4,2
val_precision,0.6666666865348816,tf,4,2
val_f1,0.06896551698446274,tf,4,3
val_recall,0.036247335374355316,tf,4,3
val_acc,0.5970149040222168,tf,4,3
val_loss,0.6644229888916016,tf,4,3
val_precision,0.7083333134651184,tf,4,3
val_f1,0.1620626151561737,tf,4,4
val_recall,0.09381663054227829,tf,4,4
val_acc,0.600526750087738,tf,4,4
val_loss,0.6618934869766235,tf,4,4
val_precision,0.5945945978164673,tf,4,4
val_f1,0.2448979616165161,tf,4,5
val_recall,0.15351812541484833,tf,4,5
val_acc,0.610184371471405,tf,4,5
val_loss,0.6587445139884949,tf,4,5
val_precision,0.605042040348053,tf,4,5
val_f1,0.30470016598701477,tf,4,6
val_recall,0.20042644441127777,tf,4,6
val_acc,0.6233538389205933,tf,4,6
val_loss,0.6578404307365417,tf,4,6
val_precision,0.6351351141929626,tf,4,6
val_f1,0.3343749940395355,tf,4,7
val_recall,0.22814498841762543,tf,4,7
val_acc,0.625987708568573,tf,4,7
val_loss,0.6566388010978699,tf,4,7
val_precision,0.6257309913635254,tf,4,7
val_f1,0.34756097197532654,tf,4,8
val_recall,0.24307036399841309,tf,4,8
val_acc,0.62423175573349,tf,4,8
val_loss,0.6566707491874695,tf,4,8
val_precision,0.6096256971359253,tf,4,8
val_f1,0.357251912355423,tf,4,9
val_recall,0.24946695566177368,tf,4,9
val_acc,0.6303775310516357,tf,4,9
val_loss,0.6559740304946899,tf,4,9
val_precision,0.6290322542190552,tf,4,9
val_f1,0.36418816447257996,tf,4,10
val_recall,0.2558635473251343,tf,4,10
val_acc,0.632133424282074,tf,4,10
val_loss,0.6560338735580444,tf,4,10
val_precision,0.6315789222717285,tf,4,10
val_f1,0.3622526526451111,tf,4,11
val_recall,0.2537313401699066,tf,4,11
val_acc,0.632133424282074,tf,4,11
val_loss,0.6559072732925415,tf,4,11
val_precision,0.6329787373542786,tf,4,11
val_f1,0.33700788021087646,tf,4,12
val_recall,0.22814498841762543,tf,4,12
val_acc,0.6303775310516357,tf,4,12
val_loss,0.6565440893173218,tf,4,12
val_precision,0.6445783376693726,tf,4,12
val_f1,0.34728682041168213,tf,4,13
val_recall,0.23880596458911896,tf,4,13
val_acc,0.6303775310516357,tf,4,13
val_loss,0.6567573547363281,tf,4,13
val_precision,0.6363636255264282,tf,4,13
val_f1,0.349693238735199,tf,4,14
val_recall,0.24307036399841309,tf,4,14
val_acc,0.627743661403656,tf,4,14
val_loss,0.6549718976020813,tf,4,14
val_precision,0.6229507923126221,tf,4,14
val_f1,0.35857805609703064,tf,4,15
val_recall,0.24733474850654602,tf,4,15
val_acc,0.63564532995224,tf,4,15
val_loss,0.6542289853096008,tf,4,15
val_precision,0.6516854166984558,tf,4,15
val_f1,0.3493044674396515,tf,4,16
val_recall,0.24093817174434662,tf,4,16
val_acc,0.6303775310516357,tf,4,16
val_loss,0.6551584601402283,tf,4,16
val_precision,0.6348314881324768,tf,4,16
val_f1,0.3529411852359772,tf,4,17
val_recall,0.24307036399841309,tf,4,17
val_acc,0.6330114006996155,tf,4,17
val_loss,0.6549972295761108,tf,4,17
val_precision,0.6440678238868713,tf,4,17
val_f1,0.3523956835269928,tf,4,18
val_recall,0.24307036399841309,tf,4,18
val_acc,0.632133424282074,tf,4,18
val_loss,0.6547269225120544,tf,4,18
val_precision,0.6404494643211365,tf,4,18
val_f1,0.36055469512939453,tf,4,19
val_recall,0.24946695566177368,tf,4,19
val_acc,0.63564532995224,tf,4,19
val_loss,0.6539291739463806,tf,4,19
val_precision,0.6499999761581421,tf,4,19
val_f1,0.357251912355423,tf,4,20
val_recall,0.24946695566177368,tf,4,20
val_acc,0.6303775310516357,tf,4,20
val_loss,0.6548047661781311,tf,4,20
val_precision,0.6290322542190552,tf,4,20
val_f1,0.356589138507843,tf,4,21
val_recall,0.24520255625247955,tf,4,21
val_acc,0.63564532995224,tf,4,21
val_loss,0.6540950536727905,tf,4,21
val_precision,0.6534090638160706,tf,4,21
val_f1,0.3386076092720032,tf,4,22
val_recall,0.22814498841762543,tf,4,22
val_acc,0.6330114006996155,tf,4,22
val_loss,0.654743492603302,tf,4,22
val_precision,0.6564416885375977,tf,4,22
val_f1,0.34687501192092896,tf,4,23
val_recall,0.2366737723350525,tf,4,23
val_acc,0.6330114006996155,tf,4,23
val_loss,0.6543634533882141,tf,4,23
val_precision,0.6491228342056274,tf,4,23
val_f1,0.3619631826877594,tf,4,24
val_recall,0.25159913301467896,tf,4,24
val_acc,0.6347673535346985,tf,4,24
val_loss,0.6543752551078796,tf,4,24
val_precision,0.6448087692260742,tf,4,24
val_f1,0.35419848561286926,tf,4,25
val_recall,0.24733474850654602,tf,4,25
val_acc,0.6286215782165527,tf,4,25
val_loss,0.6549712419509888,tf,4,25
val_precision,0.6236559152603149,tf,4,25
val_f1,0.35403725504875183,tf,4,26
val_recall,0.24307036399841309,tf,4,26
val_acc,0.6347673535346985,tf,4,26
val_loss,0.6549796462059021,tf,4,26
val_precision,0.6514285802841187,tf,4,26
val_f1,0.35944700241088867,tf,4,27
val_recall,0.24946695566177368,tf,4,27
val_acc,0.633889377117157,tf,4,27
val_loss,0.6548259258270264,tf,4,27
val_precision,0.6428571343421936,tf,4,27
val_f1,0.36474165320396423,tf,4,28
val_recall,0.2558635473251343,tf,4,28
val_acc,0.6330114006996155,tf,4,28
val_loss,0.6545429229736328,tf,4,28
val_precision,0.6349206566810608,tf,4,28
val_f1,0.36691728234291077,tf,4,29
val_recall,0.2601279318332672,tf,4,29
val_acc,0.6303775310516357,tf,4,29
val_loss,0.6546230912208557,tf,4,29
val_precision,0.6224489808082581,tf,4,29
val_f1,0.04897959157824516,tf,8,0
val_recall,0.025641025975346565,tf,8,0
val_acc,0.5901495218276978,tf,8,0
val_loss,0.6717689633369446,tf,8,0
val_precision,0.5454545617103577,tf,8,0
val_f1,0.016842104494571686,tf,8,1
val_recall,0.008547008968889713,tf,8,1
val_acc,0.5892699956893921,tf,8,1
val_loss,0.6690504550933838,tf,8,1
val_precision,0.5714285969734192,tf,8,1
val_f1,0.03696098551154137,tf,8,2
val_recall,0.01923076994717121,tf,8,2
val_acc,0.5875110030174255,tf,8,2
val_loss,0.6668167114257812,tf,8,2
val_precision,0.4736842215061188,tf,8,2
val_f1,0.08712871372699738,tf,8,3
val_recall,0.04700854793190956,tf,8,3
val_acc,0.5945470333099365,tf,8,3
val_loss,0.6653214693069458,tf,8,3
val_precision,0.5945945978164673,tf,8,3
val_f1,0.17122040688991547,tf,8,4
val_recall,0.10042735189199448,tf,8,4
val_acc,0.599824070930481,tf,8,4
val_loss,0.6645642518997192,tf,8,4
val_precision,0.5802469253540039,tf,8,4
val_f1,0.23429541289806366,tf,8,5
val_recall,0.14743590354919434,tf,8,5
val_acc,0.6033421158790588,tf,8,5
val_loss,0.6627722978591919,tf,8,5
val_precision,0.5702479481697083,tf,8,5
val_f1,0.2906250059604645,tf,8,6
val_recall,0.19871795177459717,tf,8,6
val_acc,0.6007035970687866,tf,8,6
val_loss,0.6642336249351501,tf,8,6
val_precision,0.5406976938247681,tf,8,6
val_f1,0.27751195430755615,tf,8,7
val_recall,0.18589743971824646,tf,8,7
val_acc,0.6015831232070923,tf,8,7
val_loss,0.6649630069732666,tf,8,7
val_precision,0.5471698045730591,tf,8,7
val_f1,0.2923794686794281,tf,8,8
val_recall,0.20085470378398895,tf,8,8
val_acc,0.599824070930481,tf,8,8
val_loss,0.6652807593345642,tf,8,8
val_precision,0.5371428728103638,tf,8,8
val_f1,0.29780563712120056,tf,8,9
val_recall,0.20299145579338074,tf,8,9
val_acc,0.605980634689331,tf,8,9
val_loss,0.6650683879852295,tf,8,9
val_precision,0.5588235259056091,tf,8,9
val_f1,0.3065250515937805,tf,8,10
val_recall,0.21581196784973145,tf,8,10
val_acc,0.5980650782585144,tf,8,10
val_loss,0.6655820608139038,tf,8,10
val_precision,0.5287958383560181,tf,8,10
val_f1,0.31259483098983765,tf,8,11
val_recall,0.22008547186851501,tf,8,11
val_acc,0.6015831232070923,tf,8,11
val_loss,0.6659879088401794,tf,8,11
val_precision,0.5392670035362244,tf,8,11
val_f1,0.3178410828113556,tf,8,12
val_recall,0.22649572789669037,tf,8,12
val_acc,0.599824070930481,tf,8,12
val_loss,0.6646520495414734,tf,8,12
val_precision,0.5326633453369141,tf,8,12
val_f1,0.3128834366798401,tf,8,13
val_recall,0.21794871985912323,tf,8,13
val_acc,0.605980634689331,tf,8,13
val_loss,0.6644161343574524,tf,8,13
val_precision,0.554347813129425,tf,8,13
val_f1,0.30153846740722656,tf,8,14
val_recall,0.2094017118215561,tf,8,14
val_acc,0.6007035970687866,tf,8,14
val_loss,0.6658334136009216,tf,8,14
val_precision,0.5384615659713745,tf,8,14
val_f1,0.30153846740722656,tf,8,15
val_recall,0.2094017118215561,tf,8,15
val_acc,0.6007035970687866,tf,8,15
val_loss,0.6650552153587341,tf,8,15
val_precision,0.5384615659713745,tf,8,15
