metric,value,category,fold,epoch
val_acc,0.6151142120361328,tf,9,6
val_loss,0.6674229502677917,tf,9,6
val_precision,0.5754716992378235,tf,9,6
val_f1,0.3791208863258362,tf,9,7
val_recall,0.29361701011657715,tf,9,7
val_acc,0.6028119325637817,tf,9,7
val_loss,0.6757228970527649,tf,9,7
val_precision,0.5348837375640869,tf,9,7
val_f1,0.3891891837120056,tf,9,8
val_recall,0.3063829839229584,tf,9,8
val_acc,0.6028119325637817,tf,9,8
val_loss,0.6949747204780579,tf,9,8
val_precision,0.5333333611488342,tf,9,8
val_f1,0.3565683662891388,tf,9,9
val_recall,0.28297871351242065,tf,9,9
val_acc,0.5782073736190796,tf,9,9
val_loss,0.7058042287826538,tf,9,9
val_precision,0.48188406229019165,tf,9,9
val_f1,0.4334600865840912,tf,9,10
val_recall,0.3638297915458679,tf,9,10
val_acc,0.6072056293487549,tf,9,10
val_loss,0.7107649445533752,tf,9,10
val_precision,0.5360501408576965,tf,9,10
val_f1,0.4333748519420624,tf,9,11
val_recall,0.37021276354789734,tf,9,11
val_acc,0.6001757383346558,tf,9,11
val_loss,0.7180545926094055,tf,9,11
val_precision,0.522522509098053,tf,9,11
val_f1,0.4438839852809906,tf,9,12
val_recall,0.3744680881500244,tf,9,12
val_acc,0.6124780178070068,tf,9,12
val_loss,0.7084109783172607,tf,9,12
val_precision,0.5448916554450989,tf,9,12
val_f1,0.44655582308769226,tf,9,13
val_recall,0.4000000059604645,tf,9,13
val_acc,0.5905096530914307,tf,9,13
val_loss,0.7152783870697021,tf,9,13
val_precision,0.5053763389587402,tf,9,13
val_f1,0.38675495982170105,tf,9,14
val_recall,0.31063830852508545,tf,9,14
val_acc,0.5931458473205566,tf,9,14
val_loss,0.694487988948822,tf,9,14
val_precision,0.5122807025909424,tf,9,14
val_f1,0.4205128252506256,tf,9,15
val_recall,0.34893617033958435,tf,9,15
val_acc,0.6028119325637817,tf,9,15
val_loss,0.7155130505561829,tf,9,15
val_precision,0.5290322303771973,tf,9,15
val_f1,0.42821159958839417,tf,9,16
val_recall,0.3617021143436432,tf,9,16
val_acc,0.6010544896125793,tf,9,16
val_loss,0.7133210301399231,tf,9,16
val_precision,0.5246913433074951,tf,9,16
val_f1,0.4419191777706146,tf,9,17
val_recall,0.3723404109477997,tf,9,17
val_acc,0.6115992665290833,tf,9,17
val_loss,0.7091872096061707,tf,9,17
val_precision,0.54347825050354,tf,9,17
val_f1,0.4215809404850006,tf,9,18
val_recall,0.3574468195438385,tf,9,18
val_acc,0.5949033498764038,tf,9,18
val_loss,0.7202668190002441,tf,9,18
val_precision,0.5137614607810974,tf,9,18
val_f1,0.37380626797676086,tf,9,19
val_recall,0.2914893627166748,tf,9,19
val_acc,0.5966607928276062,tf,9,19
val_loss,0.7000016570091248,tf,9,19
val_precision,0.5209125280380249,tf,9,19
val_f1,0.42408376932144165,tf,9,20
val_recall,0.3446808457374573,tf,9,20
val_acc,0.6133567690849304,tf,9,20
val_loss,0.7014792561531067,tf,9,20
val_precision,0.5510203838348389,tf,9,20
val_f1,0.45223701000213623,tf,9,21
val_recall,0.39787232875823975,tf,9,21
val_acc,0.6019332408905029,tf,9,21
val_loss,0.7286397814750671,tf,9,21
val_precision,0.523809552192688,tf,9,21
val_f1,0.4233766198158264,tf,9,22
val_recall,0.346808522939682,tf,9,22
val_acc,0.6098418235778809,tf,9,22
val_loss,0.7105889916419983,tf,9,22
val_precision,0.5433333516120911,tf,9,22
val_f1,0.40359896421432495,tf,9,23
val_recall,0.3340425491333008,tf,9,23
val_acc,0.5922671556472778,tf,9,23
val_loss,0.7234153747558594,tf,9,23
val_precision,0.5097402334213257,tf,9,23
val_f1,0.41730278730392456,tf,9,24
val_recall,0.34893617033958435,tf,9,24
val_acc,0.5975395441055298,tf,9,24
val_loss,0.709851086139679,tf,9,24
val_precision,0.5189873576164246,tf,9,24
val_f1,0.3927648663520813,tf,9,25
val_recall,0.3234042525291443,tf,9,25
val_acc,0.5869947075843811,tf,9,25
val_loss,0.7391105890274048,tf,9,25
val_precision,0.5,tf,9,25
val_f1,0.456865131855011,tf,9,26
val_recall,0.4000000059604645,tf,9,26
val_acc,0.6072056293487549,tf,9,26
val_loss,0.7340381741523743,tf,9,26
val_precision,0.5325779318809509,tf,9,26
val_f1,0.3942558765411377,tf,9,27
val_recall,0.32127660512924194,tf,9,27
val_acc,0.5922671556472778,tf,9,27
val_loss,0.7030792832374573,tf,9,27
val_precision,0.5101351141929626,tf,9,27
val_f1,0.4422110617160797,tf,9,28
val_recall,0.3744680881500244,tf,9,28
val_acc,0.6098418235778809,tf,9,28
val_loss,0.723824143409729,tf,9,28
val_precision,0.5398772954940796,tf,9,28
val_f1,0.38896188139915466,tf,9,29
val_recall,0.31489360332489014,tf,9,29
val_acc,0.5913884043693542,tf,9,29
val_loss,0.7172568440437317,tf,9,29
val_precision,0.5085910558700562,tf,9,29
val_f1,0.012605042196810246,tf,3,0
val_recall,0.006382978521287441,tf,3,0
val_acc,0.5869947075843811,tf,3,0
val_loss,0.6787663698196411,tf,3,0
val_precision,0.5,tf,3,0
val_f1,0.012552301399409771,tf,3,1
val_recall,0.006382978521287441,tf,3,1
val_acc,0.5852372646331787,tf,3,1
val_loss,0.6740762591362,tf,3,1
val_precision,0.375,tf,3,1
val_f1,0.0401606410741806,tf,3,2
val_recall,0.021276595070958138,tf,3,2
val_acc,0.5799648761749268,tf,3,2
val_loss,0.6699262857437134,tf,3,2
val_precision,0.3571428656578064,tf,3,2
val_f1,0.1086142286658287,tf,3,3
val_recall,0.06170212849974632,tf,3,3
val_acc,0.5817223191261292,tf,3,3
val_loss,0.6759679317474365,tf,3,3
val_precision,0.453125,tf,3,3
val_f1,0.21875,tf,3,4
val_recall,0.13404254615306854,tf,3,4
val_acc,0.6045694351196289,tf,3,4
val_loss,0.6671239733695984,tf,3,4
val_precision,0.5943396091461182,tf,3,4
val_f1,0.3033033013343811,tf,3,5
val_recall,0.2148936241865158,tf,3,5
val_acc,0.5922671556472778,tf,3,5
val_loss,0.6804314851760864,tf,3,5
val_precision,0.5153061151504517,tf,3,5
val_f1,0.3590462803840637,tf,3,6
val_recall,0.27234041690826416,tf,3,6
val_acc,0.5984182953834534,tf,3,6
val_loss,0.6780504584312439,tf,3,6
val_precision,0.5267489552497864,tf,3,6
val_f1,0.4094488322734833,tf,3,7
val_recall,0.33191490173339844,tf,3,7
val_acc,0.6045694351196289,tf,3,7
val_loss,0.677868664264679,tf,3,7
val_precision,0.534246563911438,tf,3,7
val_f1,0.39340102672576904,tf,3,8
val_recall,0.3297872245311737,tf,3,8
val_acc,0.5799648761749268,tf,3,8
val_loss,0.713799238204956,tf,3,8
val_precision,0.4874213933944702,tf,3,8
val_f1,0.37650200724601746,tf,3,9
val_recall,0.30000001192092896,tf,3,9
val_acc,0.5896309614181519,tf,3,9
val_loss,0.6979718804359436,tf,3,9
val_precision,0.5053763389587402,tf,3,9
val_f1,0.38591915369033813,tf,3,10
val_recall,0.31489360332489014,tf,3,10
val_acc,0.5861160159111023,tf,3,10
val_loss,0.7276853322982788,tf,3,10
val_precision,0.4983164966106415,tf,3,10
val_f1,0.39240506291389465,tf,3,11
val_recall,0.3297872245311737,tf,3,11
val_acc,0.5782073736190796,tf,3,11
val_loss,0.7114869952201843,tf,3,11
val_precision,0.484375,tf,3,11
val_f1,0.3893129825592041,tf,3,12
val_recall,0.325531929731369,tf,3,12
val_acc,0.5782073736190796,tf,3,12
val_loss,0.7342496514320374,tf,3,12
val_precision,0.48417720198631287,tf,3,12
val_f1,0.38967740535736084,tf,3,13
val_recall,0.32127660512924194,tf,3,13
val_acc,0.5843585133552551,tf,3,13
val_loss,0.7275158762931824,tf,3,13
val_precision,0.49508196115493774,tf,3,13
val_f1,0.36021506786346436,tf,3,14
val_recall,0.2851063907146454,tf,3,14
val_acc,0.5817223191261292,tf,3,14
val_loss,0.7252024412155151,tf,3,14
val_precision,0.48905110359191895,tf,3,14
val_f1,0.36268067359924316,tf,3,15
val_recall,0.29361701011657715,tf,3,15
val_acc,0.5738137364387512,tf,3,15
val_loss,0.7273027300834656,tf,3,15
val_precision,0.47422680258750916,tf,3,15
val_f1,0.34185734391212463,tf,3,16
val_recall,0.2702127695083618,tf,3,16
val_acc,0.5702987909317017,tf,3,16
val_loss,0.7086877822875977,tf,3,16
val_precision,0.4652014672756195,tf,3,16
val_f1,0.42506143450737,tf,3,17
val_recall,0.368085116147995,tf,3,17
val_acc,0.5887522101402283,tf,3,17
val_loss,0.7322924137115479,tf,3,17
val_precision,0.5029069781303406,tf,3,17
val_f1,0.4000000059604645,tf,3,18
val_recall,0.33829787373542786,tf,3,18
val_acc,0.5808435678482056,tf,3,18
val_loss,0.7288994193077087,tf,3,18
val_precision,0.48923078179359436,tf,3,18
val_f1,0.3712737262248993,tf,3,19
val_recall,0.2914893627166748,tf,3,19
val_acc,0.5922671556472778,tf,3,19
val_loss,0.712306797504425,tf,3,19
val_precision,0.5111940503120422,tf,3,19
val_f1,0.4328899681568146,tf,3,20
val_recall,0.38085106015205383,tf,3,20
val_acc,0.5878734588623047,tf,3,20
val_loss,0.7170710563659668,tf,3,20
val_precision,0.5014005899429321,tf,3,20
val_f1,0.402010053396225,tf,3,21
val_recall,0.3404255211353302,tf,3,21
val_acc,0.5817223191261292,tf,3,21
val_loss,0.7132667899131775,tf,3,21
val_precision,0.4907975494861603,tf,3,21
val_f1,0.3932729661464691,tf,3,22
val_recall,0.3234042525291443,tf,3,22
val_acc,0.5878734588623047,tf,3,22
val_loss,0.7243694067001343,tf,3,22
val_precision,0.5016501545906067,tf,3,22
val_f1,0.42236024141311646,tf,3,23
val_recall,0.3617021143436432,tf,3,23
val_acc,0.5913884043693542,tf,3,23
val_loss,0.7349989414215088,tf,3,23
val_precision,0.5074626803398132,tf,3,23
val_f1,0.41025641560554504,tf,3,24
val_recall,0.3574468195438385,tf,3,24
val_acc,0.5755711793899536,tf,3,24
val_loss,0.7583467364311218,tf,3,24
val_precision,0.4813753664493561,tf,3,24
val_f1,0.43809524178504944,tf,3,25
val_recall,0.3914893567562103,tf,3,25
val_acc,0.5852372646331787,tf,3,25
val_loss,0.7202894687652588,tf,3,25
val_precision,0.4972972869873047,tf,3,25
val_f1,0.3761349022388458,tf,3,26
val_recall,0.3085106313228607,tf,3,26
val_acc,0.577328622341156,tf,3,26
val_loss,0.7244775891304016,tf,3,26
val_precision,0.48172757029533386,tf,3,26
val_f1,0.4201474189758301,tf,3,27
val_recall,0.3638297915458679,tf,3,27
val_acc,0.5852372646331787,tf,3,27
val_loss,0.7345956563949585,tf,3,27
val_precision,0.4970930218696594,tf,3,27
val_f1,0.4059775769710541,tf,3,28
val_recall,0.346808522939682,tf,3,28
val_acc,0.5808435678482056,tf,3,28
val_loss,0.7162783145904541,tf,3,28
val_precision,0.48948949575424194,tf,3,28
val_f1,0.4054388105869293,tf,3,29
val_recall,0.34893617033958435,tf,3,29
val_acc,0.577328622341156,tf,3,29
val_loss,0.7167149782180786,tf,3,29
val_precision,0.4837758243083954,tf,3,29
val_f1,0.011396011337637901,si,0,0
val_recall,0.005730659235268831,si,0,0
val_acc,0.6953467726707458,si,0,0
val_loss,0.6140999794006348,si,0,0
val_precision,1.0,si,0,0
val_f1,0.0057142856530845165,si,0,1
val_recall,0.0028653296176344156,si,0,1
val_acc,0.6944688558578491,si,0,1
val_loss,0.6208177208900452,si,0,1
val_precision,1.0,si,0,1
val_f1,0.022346368059515953,si,0,2
val_recall,0.011461318470537663,si,0,2
val_acc,0.6927129030227661,si,0,2
val_loss,0.6110706925392151,si,0,2
val_precision,0.4444444477558136,si,0,2
val_f1,0.016713092103600502,si,0,3
val_recall,0.008595988154411316,si,0,3
val_acc,0.6900790333747864,si,0,3
val_loss,0.617857038974762,si,0,3
val_precision,0.30000001192092896,si,0,3
val_f1,0.027548208832740784,si,0,4
val_recall,0.014326647855341434,si,0,4
val_acc,0.6900790333747864,si,0,4
val_loss,0.62366783618927,si,0,4
val_precision,0.3571428656578064,si,0,4
val_f1,0.022160664200782776,si,0,5
val_recall,0.011461318470537663,si,0,5
val_acc,0.6900790333747864,si,0,5
val_loss,0.6161254644393921,si,0,5
val_precision,0.3333333432674408,si,0,5
val_f1,0.08564231544733047,si,0,6
val_recall,0.04871060326695442,si,0,6
val_acc,0.6812993884086609,si,0,6
val_loss,0.6271107792854309,si,0,6
val_precision,0.3541666567325592,si,0,6
val_f1,0.09876543283462524,si,0,7
val_recall,0.05730659142136574,si,0,7
val_acc,0.6795434355735779,si,0,7
val_loss,0.6227632761001587,si,0,7
val_precision,0.3571428656578064,si,0,7
val_f1,0.11876484751701355,si,0,8
val_recall,0.0716332346200943,si,0,8
val_acc,0.6742756962776184,si,0,8
val_loss,0.6342967748641968,si,0,8
val_precision,0.3472222089767456,si,0,8
val_f1,0.17903929948806763,si,0,9
val_recall,0.11747851222753525,si,0,9
val_acc,0.6698858737945557,si,0,9
val_loss,0.6457748413085938,si,0,9
val_precision,0.3761467933654785,si,0,9
val_f1,0.21118012070655823,si,0,10
val_recall,0.14613179862499237,si,0,10
val_acc,0.6654960513114929,si,0,10
val_loss,0.6426741480827332,si,0,10
val_precision,0.3805970251560211,si,0,10
val_f1,0.15824176371097565,si,0,11
val_recall,0.10315186530351639,si,0,11
val_acc,0.6637400984764099,si,0,11
val_loss,0.6386066675186157,si,0,11
val_precision,0.3396226465702057,si,0,11
val_f1,0.19230769574642181,si,0,12
val_recall,0.12893982231616974,si,0,12
val_acc,0.6681299209594727,si,0,12
val_loss,0.6554171442985535,si,0,12
val_precision,0.3781512677669525,si,0,12
val_f1,0.16814158856868744,si,0,13
val_recall,0.10888252407312393,si,0,13
val_acc,0.6698858737945557,si,0,13
val_loss,0.6515459418296814,si,0,13
val_precision,0.3689320385456085,si,0,13
val_f1,0.2068965584039688,si,0,14
val_recall,0.13753581047058105,si,0,14
val_acc,0.6769095659255981,si,0,14
val_loss,0.6479266285896301,si,0,14
val_precision,0.417391300201416,si,0,14
val_f1,0.21118012070655823,si,0,15
val_recall,0.14613179862499237,si,0,15
val_acc,0.6654960513114929,si,0,15
val_loss,0.6499283909797668,si,0,15
val_precision,0.3805970251560211,si,0,15
val_f1,0.21991701424121857,si,0,16
val_recall,0.15186245739459991,si,0,16
val_acc,0.6698858737945557,si,0,16
val_loss,0.6500893235206604,si,0,16
val_precision,0.39849624037742615,si,0,16
val_f1,0.22680412232875824,si,0,17
val_recall,0.15759311616420746,si,0,17
val_acc,0.6707638502120972,si,0,17
val_loss,0.6573182344436646,si,0,17
val_precision,0.40441176295280457,si,0,17
val_f1,0.15837104618549347,si,0,18
val_recall,0.10028653591871262,si,0,18
val_acc,0.6733977198600769,si,0,18
val_loss,0.6519879102706909,si,0,18
val_precision,0.37634408473968506,si,0,18
val_f1,0.19574467837810516,si,0,19
val_recall,0.1318051517009735,si,0,19
val_acc,0.6681299209594727,si,0,19
val_loss,0.6710688471794128,si,0,19
val_precision,0.3801652789115906,si,0,19
val_f1,0.17467248439788818,si,0,20
val_recall,0.11461318284273148,si,0,20
val_acc,0.6681299209594727,si,0,20
val_loss,0.6475344896316528,si,0,20
val_precision,0.3669724762439728,si,0,20
val_f1,0.15454545617103577,si,0,21
val_recall,0.09742120653390884,si,0,21
val_acc,0.6733977198600769,si,0,21
val_loss,0.6499891877174377,si,0,21
val_precision,0.37362638115882874,si,0,21
val_f1,0.17748917639255524,si,0,22
val_recall,0.11747851222753525,si,0,22
val_acc,0.6663740277290344,si,0,22
val_loss,0.6493901610374451,si,0,22
val_precision,0.36283186078071594,si,0,22
val_f1,0.18376068770885468,si,0,23
val_recall,0.12320917099714279,si,0,23
val_acc,0.6646180748939514,si,0,23
val_loss,0.6615081429481506,si,0,23
val_precision,0.3613445460796356,si,0,23
val_f1,0.2135523557662964,si,0,24
val_recall,0.14899712800979614,si,0,24
val_acc,0.6637400984764099,si,0,24
val_loss,0.6746880412101746,si,0,24
val_precision,0.37681159377098083,si,0,24
val_f1,0.15521064400672913,si,0,25
val_recall,0.10028653591871262,si,0,25
val_acc,0.6654960513114929,si,0,25
val_loss,0.6342028975486755,si,0,25
val_precision,0.343137264251709,si,0,25
val_f1,0.16629213094711304,si,0,26
val_recall,0.10601719468832016,si,0,26
val_acc,0.6742756962776184,si,0,26
val_loss,0.63382488489151,si,0,26
val_precision,0.3854166567325592,si,0,26
val_f1,0.18884120881557465,si,0,27
val_recall,0.12607449293136597,si,0,27
val_acc,0.6681299209594727,si,0,27
val_loss,0.6549633145332336,si,0,27
val_precision,0.3760683834552765,si,0,27
val_f1,0.2083333283662796,si,0,28
val_recall,0.1432664692401886,si,0,28
val_acc,0.6663740277290344,si,0,28
val_loss,0.6719505190849304,si,0,28
val_precision,0.38167938590049744,si,0,28
val_f1,0.20408163964748383,si,0,29
val_recall,0.1432664692401886,si,0,29
val_acc,0.6575943827629089,si,0,29
val_loss,0.6682702898979187,si,0,29
val_precision,0.3546099364757538,si,0,29
val_f1,0.14052288234233856,ei,9,0
val_recall,0.0800744891166687,ei,9,0
val_acc,0.5373790860176086,ei,9,0
val_loss,0.6893852949142456,ei,9,0
val_precision,0.5733333230018616,ei,9,0
val_f1,0.42596811056137085,ei,9,1
val_recall,0.34823089838027954,ei,9,1
val_acc,0.5567282438278198,ei,9,1
val_loss,0.6930042505264282,ei,9,1
val_precision,0.5483871102333069,ei,9,1
val_f1,0.29986244440078735,ei,9,2
val_recall,0.20297951996326447,ei,9,2
val_acc,0.5523306727409363,ei,9,2
val_loss,0.6872936487197876,ei,9,2
val_precision,0.5736842155456543,ei,9,2
val_f1,0.4166666567325592,ei,9,3
val_recall,0.32588455080986023,ei,9,3
val_acc,0.5690413117408752,ei,9,3
val_loss,0.6867013573646545,ei,9,3
val_precision,0.5775577425956726,ei,9,3
val_f1,0.49521785974502563,ei,9,4
val_recall,0.43389198184013367,ei,9,4
val_acc,0.5822339653968811,ei,9,4
val_loss,0.6843932867050171,ei,9,4
val_precision,0.5767326951026917,ei,9,4
val_f1,0.4879120886325836,ei,9,5
val_recall,0.4134078323841095,ei,9,5
val_acc,0.5901495218276978,ei,9,5
val_loss,0.6782821416854858,ei,9,5
val_precision,0.595174252986908,ei,9,5
val_f1,0.5213930606842041,ei,9,6
val_recall,0.4878957271575928,ei,9,6
val_acc,0.5769569277763367,ei,9,6
val_loss,0.684137761592865,ei,9,6
val_precision,0.55982905626297,ei,9,6
val_f1,0.5324165225028992,ei,9,7
val_recall,0.5046554803848267,ei,9,7
val_acc,0.5813544392585754,ei,9,7
val_loss,0.7065680027008057,ei,9,7
val_precision,0.5634095668792725,ei,9,7
val_f1,0.5095285773277283,ei,9,8
val_recall,0.47299814224243164,ei,9,8
val_acc,0.5699208378791809,ei,9,8
val_loss,0.7025066018104553,ei,9,8
val_precision,0.552173912525177,ei,9,8
val_f1,0.5522388219833374,ei,9,9
val_recall,0.5512104034423828,ei,9,9
val_acc,0.5778363943099976,ei,9,9
val_loss,0.7242785692214966,ei,9,9
val_precision,0.5532710552215576,ei,9,9
val_f1,0.5276995301246643,ei,9,10
val_recall,0.5232774615287781,ei,9,10
val_acc,0.5576077103614807,ei,9,10
val_loss,0.7215805649757385,ei,9,10
val_precision,0.5321969985961914,ei,9,10
val_f1,0.5257031917572021,ei,9,11
val_recall,0.5046554803848267,ei,9,11
val_acc,0.5699208378791809,ei,9,11
val_loss,0.717437744140625,ei,9,11
val_precision,0.5485829710960388,ei,9,11
val_f1,0.5319351553916931,ei,9,12
val_recall,0.5195530652999878,ei,9,12
val_acc,0.5681618452072144,ei,9,12
val_loss,0.7282764911651611,ei,9,12
val_precision,0.544921875,ei,9,12
val_f1,0.5209755897521973,ei,9,13
val_recall,0.4972067177295685,ei,9,13
val_acc,0.5681618452072144,ei,9,13
val_loss,0.724722146987915,ei,9,13
val_precision,0.5471311211585999,ei,9,13
val_f1,0.5339713096618652,ei,9,14
val_recall,0.5195530652999878,ei,9,14
val_acc,0.5716798305511475,ei,9,14
val_loss,0.7215121388435364,ei,9,14
val_precision,0.5492125749588013,ei,9,14
val_f1,0.5160661935806274,ei,9,15
val_recall,0.4934823215007782,ei,9,15
